artifact_id,museum_no,designation,publications_key,publications_type,publications_exact_ref,publications_comment,provenience,period,dates,collections,genres,materials,artifact_type,height,thickness,width,weight,elevation,excavation_no,findspot_square,findspot_comments,stratigraphic_level,surface_preservation,condition_description,artifact_preservation,languages,written_in,archive,composite_no,composites,seal_no,seals,accession_no,cdli_comments,artifact_comments,provenience_comments,is_provenience_uncertain,period_comments,is_period_uncertain,artifact_type_comments,is_artifact_type_uncertain,seal_information,is_school_text,alternative_years,external_resources,external_resources_key,genres_comment,genres_uncertain,languages_uncertain,materials_aspect,materials_color,materials_uncertain,retired,has_fragments,is_artifact_fake,redirect_artifact_id,retired_comments
499236,,"UET 1, 0298","Gadd1928UET1; Ungnad1938Datenlisten","primary; history","0298; 154-155 (L4)","; ","Ur (mod. Tell Muqayyar)","Early Old Babylonian (ca. 2000-1900 BC)","Gungunum.05.00.00, Gungunum.06.00.00, Gungunum.07.00.00, Gungunum.08.00.00, Gungunum.09.00.00, Gungunum.10.00.00, Gungunum.11.00.00, Gungunum.12.00.00, Abi-sare.06.00.00, Abi-sare.07.00.00, Abi-sare.08.00.00, Abi-sare.09.00.00, Abi-sare.10.00.00, Abi-sare",,"Official or display",clay,tablet,,,,,,"U 08810A",,,,,,,Sumerian,,,,,,,,,,,0,,0,,0,,1,,,,"""school; list of year names """,0,0,,,0,0,0,0,,
