unicode_id,sign_grapheme,unicodeTrLit,syllabarySign,PhoneticsVersion
U+12089,𒂉,dur₂,DUR2,DUR2 | DURU2 | DURUM2 | DURUN | DURUNA | TUR7 | dur2 | duru2 | durum2 | durun | duruna | tur7 | ŢUR2 | ţur2
U+1208A,𒂊,e,E,E | EG2 | EKI | I15 | IG2 | YI3 | e | eg2 | eki | i15 | ig2 | yi3 | ŠURUX(E) | šurux(E)
U+1208B,𒂋,e × pap,E×PAP,E×PAP | PAX(|E×PAP|) | pax(|E×PAP|)
U+1208D,𒂍,e₂,E2,'A3 | 'a3 | A'3 | A14 | BED | BET | BID | BIT | BIŢ | BĪTU | E'3 | E2 | ISKI | PIŢ | a'3 | a14 | bed | bet | bid | bit | biţ | bītu | e'3 | e2 | iski | piţ
U+1208E,𒂎,e₂ × a + ha + da,E2×A+HA+DA,E2×A+HA+DA | EDAKUAX(|E2×A+HA+DA|) | edakuax(|E2×A+HA+DA|) | E2×AxHAxDA | EDAKUAX(|E2×AxHAxDA|) | edakuax(|E2×AxHAxDA|)
U+1208F,𒂏,e₂ × gar,E2×GAR,E2×GAR | EGARAX(|E2×GAR|) | EĜARAX(|E2×GAR|) | egarax(|E2×GAR|) | eĝarax(|E2×GAR|) | ĜALGAX(|E2×GAR|) | ĝalgax(|E2×GAR|)
U+12090,𒂐,e₂ × mi,E2×MI,E2×MI | GAGIGX(|E2×MI|) | ITIMAX(|E2×MI|) | gagigx(|E2×MI|) | itimax(|E2×MI|)
U+12091,𒂑,e₂ × sal,E2×SAL,AMAX(|E2×SAL|) | ARHUŠX(|E2×SAL|) | E2×SAL | EMEX(|E2×SAL|) | URX(|E2×SAL|) | UŠX(|E2×SAL|) | amax(|E2×SAL|) | arhušx(|E2×SAL|) | emex(|E2×SAL|) | urx(|E2×SAL|) | ušx(|E2×SAL|)
U+12092,𒂒,e₂ × she,E2×ŠE,ARAHX(|E2×ŠE|) | E2×ŠE | ESAGX(|E2×ŠE|) | USIX(|E2×ŠE|) | arahx(|E2×ŠE|) | esagx(|E2×ŠE|) | usix(|E2×ŠE|)
U+12093,𒂓,e₂ × u,E2×U,E2×U | SADX(|E2×U|) | ULAX(|E2×U|) | sadx(|E2×U|) | ulax(|E2×U|)
U+12094,𒂔,edin,EDIN,BILX(EDIN) | BIR4 | DINX(EDIN) | EDEN | EDENA | EDIMX(EDIN) | EDIN | EDINA | ERU5 | ERUA2 | GIRX(EDIN) | GURX(EDIN) | IDENX(EDIN) | LA8 | RABITA | RI10 | RIBX(EDIN) | RU6 | bilx(EDIN) | bir4 | dinx(EDIN) | eden | edena | edimx(EDIN) | edin | edina | eru5 | erua2 | girx(EDIN) | gurx(EDIN) | idenx(EDIN) | la8 | rabita | ri10 | ribx(EDIN) | ru6
U+12095,𒂕,egir,EGIR,EGER | EGERA | EGIR | EĜER | EĜERA | EĜIR | LUMHAX(EGIR) | TUM13 | eger | egera | egir | eĝer | eĝera | eĝir | lumhax(EGIR) | tum13
U+12096,𒂖,el,EL,EL | ELE2 | EŠ14 | IL5 | ILI5 | SIKIL | el | ele2 | eš14 | il5 | ili5 | sikil
U+12097,𒂗,en,EN,ADX(EN) | AMX(EN) | EN | ENA | ENI | ENU | IN4 | RU12 | URU16 | URUNX(EN) | adx(EN) | amx(EN) | en | ena | eni | enu | in4 | ru12 | uru16 | urunx(EN)
U+12098,𒂘,en × gan₂,EN×GAN2,EN×GAN2
U+12099,𒂙,en × gan₂ tenu,EN×GAN2@t,BAR8 | BUR14 | BURU14 | EBUR | EBURUX(|EN×GAN2@T|) | ENKAR | ENKARA | EN×GAN2@T | EN×GAN2@t | EŠGIRI2 | EŠKIRI2 | GIŠŠIR | RU13 | SULLIM | bar8 | bur14 | buru14 | ebur | eburux(|EN×GAN2@t|) | enkar | enkara | ešgiri2 | eškiri2 | giššir | ru13 | sullim | ĜEŠŠIR | ĜIŠŠIR | ĝeššir | ĝiššir | ŠIBIR2 | šibir2
U+1209A,𒂚,en × me,EN×ME,ENME | ENSI3 | EN×ME | enme | ensi3
U+1209C,𒂜,en opposing en,EN,ADX(EN) | AMX(EN) | EN | ENA | ENI | ENU | IN4 | RU12 | URU16 | URUNX(EN) | adx(EN) | amx(EN) | en | ena | eni | enu | in4 | ru12 | uru16 | urunx(EN)
U+1209D,𒂝,en squared,EN,ADX(EN) | AMX(EN) | EN | ENA | ENI | ENU | IN4 | RU12 | URU16 | URUNX(EN) | adx(EN) | amx(EN) | en | ena | eni | enu | in4 | ru12 | uru16 | urunx(EN)
U+1209E,𒂞,eren,EREN,EREN | ERENA | ERIN | ERINA | SUX(EREN) | eren | erena | erin | erina | sux(EREN) | ŠE22 | ŠEŠ4 | še22 | šeš4
U+1209F,𒂟,erin₂,ERIN2,BIR3 | EREM | EREN2 | ERENA2 | ERIM | ERIN2 | ERINA2 | HIŠ3 | LAH2 | LIH2 | NURA | NURI | NURU | PAR5 | PIR2 | RIN2 | RINA2 | SAP2 | SURX(ERIN2) | TAM5 | UDAX(ERIN2) | ZAB | ZALAG2 | ZAP | bir3 | erem | eren2 | erena2 | erim | erin2 | erina2 | hiš3 | lah2 | lih2 | nura | nuri | nuru | par5 | pir2 | rin2 | rina2 | sap2 | surx(ERIN2) | tam5 | udax(ERIN2) | zab | zalag2 | zap | ŞAB | ŞAP | ŞAPA | ŞĀBU | şab | şap | şapa | şābu
U+120A1,𒂡,ezen,EZEN,ASILALX(EZEN) | ASILAX(EZEN) | ASILX(EZEN) | BADX(EZEN) | ESEN | ESIN | EZEM | EZEMA | EZEN | EZENA | EZIN | IZEN | IZIM | IZIN | IZUN | SER3 | SIDRA | SILX(EZEN) | SIR3 | SIRDA | SIRIM2 | asilalx(EZEN) | asilax(EZEN) | asilx(EZEN) | badx(EZEN) | esen | esin | ezem | ezema | ezen | ezena | ezin | izen | izim | izin | izun | ser3 | sidra | silx(EZEN) | sir3 | sirda | sirim2 | ŠER3 | ŠIR3 | šer3 | šir3
U+120A2,𒂢,ezen × a,EZEN×A,ASIL3 | ASILA3 | ASILAL3 | ASILLAL3 | EZEN×A | MURGIŠUR | NUMGIŠUR | SIL6 | SILAL | asil3 | asila3 | asilal3 | asillal3 | murgišur | numgišur | sil6 | silal
U+120A3,𒂣,ezen × a + lal,EZEN×A+LAL,ASIL5 | ASILA5 | ASILAL5 | EZEN×A+LAL | SIL7 | asil5 | asila5 | asilal5 | sil7 | EZEN×AxLAL
U+120A5,𒂥,ezen × an,EZEN×AN,EZEN×AN | UX(|EZEN×AN|) | ux(|EZEN×AN|)
U+120A6,𒂦,ezen × bad,EZEN×BAD,ANX(|EZEN×BAD|) | BA8 | BAD3 | BADA3 | BAT3 | DUR8 | DURUM | EZEN×BAD | U9 | UBX(|EZEN×BAD|) | UG5 | UGA5 | UK5 | UN3 | UQ5 | UĜ5 | anx(|EZEN×BAD|) | ba8 | bad3 | bada3 | bat3 | dur8 | durum | u9 | ubx(|EZEN×BAD|) | ug5 | uga5 | uk5 | un3 | uq5 | uĝ5
U+120A7,𒂧,ezen × dun₃ gunu,EZEN×DUN3@g,DUGIN | DUGINA | EZEN×DUN3@G | EZEN×DUN3@g | dugin | dugina
U+120A8,𒂨,ezen × dun₃ gunu gunu,EZEN×DUN3@g@g,DUGIN2 | DUGINA2 | EZEN×DUN3@G@G | EZEN×DUN3@g@g | MIR5 | dugin2 | dugina2 | mir5
U+120A9,𒂩,ezen × ha,EZEN×HA,AKŠAKX(|EZEN×HA|) | EZEN×HA | UDNIMX(|EZEN×HA|) | akšakx(|EZEN×HA|) | udnimx(|EZEN×HA|)
U+120AA,𒂪,ezen × ha gunu,EZEN×HA@g,EZEN×HA@g
U+120AB,𒂫,ezen × igi gunu,EZEN×IGI@g,EZEN×IGI@G | EZEN×IGI@g | GUMLE | KISIG2 | UDINIM | UDNIM | gumle | kisig2 | udinim | udnim
U+120AC,𒂬,ezen × kaskal,EZEN×KASKAL,ASILAX(|EZEN×KASKAL|) | EZEN×KASKAL | KUM3 | SIL5 | SUD5 | UBAR | UBARA | UL5 | UMBARA | UN4 | USIGI | asilax(|EZEN×KASKAL|) | kum3 | sil5 | sud5 | ubar | ubara | ul5 | umbara | un4 | usigi
U+120AD,𒂭,ezen × kaskal squared,EZEN×KASKAL,ASILAX(|EZEN×KASKAL|) | EZEN×KASKAL | KUM3 | SIL5 | SUD5 | UBAR | UBARA | UL5 | UMBARA | UN4 | USIGI | asilax(|EZEN×KASKAL|) | kum3 | sil5 | sud5 | ubar | ubara | ul5 | umbara | un4 | usigi
U+120AE,𒂮,ezen × ku₃,EZEN×KU3,EZEN×KU3 | KISIG | KISIGA | KIŠAG | SILALX(|EZEN×KU3|) | UDNIMX(|EZEN×KU3|) | kisig | kisiga | kišag | silalx(|EZEN×KU3|) | udnimx(|EZEN×KU3|)
U+120AF,𒂯,ezen × la,EZEN×LA,EZEN×LA | GUBALAGA | GUBLAGA | LABAN | gubalaga | gublaga | laban
U+120B1,𒂱,ezen × li,EZEN×LI,EZEN×LI | LIBIN | libin
U+120B2,𒂲,ezen × lu,EZEN×LU,EZEN×LU | LUBUN | lubun
U+120B3,𒂳,ezen × u₂,EZEN×U2,EZEN×U2 | USIL | usil
U+120B4,𒂴,ezen × ud,EZEN×UD,ASIL6 | ASILA6 | ASILAL6 | EZEN×UD | SIL10 | SILLAL | asil6 | asila6 | asilal6 | sil10 | sillal
U+120B5,𒂵,ga,GA,EBIR4 | EPIR4 | GA | GAR9 | GARA9 | GE20 | GU11 | GUR11 | HA7 | KA3 | KUR15 | QA2 | ebir4 | epir4 | ga | gar9 | gara9 | ge20 | gu11 | gur11 | ha7 | ka3 | kur15 | qa2 | ŠIZBU | šizbu
U+120B6,𒂶,ga gunu,GA@g,GA@G | GA@g | GAR2 | GARA2 | gar2 | gara2
U+120B7,𒂷,ga₂,GA2,ALBA | BA4 | BISAG | BISAN | BISAĜ | GA2 | GE26 | ILBA | MA3 | MAL | MALA | PISAG | PISAN | PISAĜ | alba | ba4 | bisag | bisan | bisaĝ | ga2 | ge26 | ilba | ma3 | mal | mala | pisag | pisan | pisaĝ | ĜA2 | ĜE26 | ĝa2 | ĝe26 | ŠA13 | ša13
U+120B8,𒂸,ga₂ × a + da + ha,GA2×A+DA+HA,EDAKUA | GA2×A+DA+HA | edakua | GA2×AxDAxHA
U+120B9,𒂹,ga₂ × a + ha,GA2×A+HA,EDAKUAX(|GA2×A+HA|) | GA2×A+HA | edakuax(|GA2×A+HA|) | EDAKUAX(|GA2×AxHA|) | GA2×AxHA | edakuax(|GA2×AxHA|)
U+120BA,𒂺,ga₂ × a + igi,GA2×A+IGI,ALIMX(|GA2×A+IGI|) | GA2×A+IGI | PI7 | PIRU | alimx(|GA2×A+IGI|) | pi7 | piru | ALIMX(|GA2×AxIGI|) | GA2×AxIGI | alimx(|GA2×AxIGI|)
U+120BB,𒂻,ga₂ × ab₂ tenu + tab,GA2×AB2@t+TAB,GA2×AB2@T+TAB | GA2×AB2@t+TAB | GAKIŞŞU | gakişşu | GA2×AB2@TxTAB | GA2×AB2@txTAB
U+120BC,𒂼,ga₂ × an,GA2×AN,/DAMAL/ | /damal/ | AMA | AME | AMI | AMMAX(|GA2×AN|) | ARHUŠ4 | DAGAL | DAGALA | DAMAL | DAĜAL | EME4 | GA2×AN | HEGAL | IMI2 | MAX(|GA2×AN|) | ama | ame | ami | ammax(|GA2×AN|) | arhuš4 | dagal | dagala | damal | daĝal | eme4 | hegal | imi2 | max(|GA2×AN|) | ŠAGANX(|GA2×AN|) | ŠAKKAN7 | šaganx(|GA2×AN|) | šakkan7
U+120BD,𒂽,ga₂ × ash,GA2×AŠ,GA2×AŠ | IKU2 | iku2 | ĜAIKU | ĝaiku
U+120BE,𒂾,ga₂ × ash₂ + gal,GA2×AŠ2+GAL,GA2×AŠ2+GAL | GAZIGAL | gazigal | GA2×AŠ2xGAL
U+120BF,𒂿,ga₂ × bad,GA2×BAD,ETUTUMX(|GA2×BAD|) | EŢUTU | GA2×BAD | SABAD2 | SAD3 | TILHAR | etutumx(|GA2×BAD|) | eţutu | sabad2 | sad3 | tilhar
U+120C0,𒃀,ga₂ × bar + ra,GA2×BAR+RA,EBURRA | GA2×BAR+RA | GABURRA | eburra | gaburra | GA2×BARxRA
U+120C1,𒃁,ga₂ × bur,GA2×BUR,GA2×BUR | ĜABURRAX(|GA2×BUR|) | ĝaburrax(|GA2×BUR|)
U+120C2,𒃂,ga₂ × bur + ra,GA2×BUR+RA,GA2×BUR+RA | GABURRA | gaburra | ĜABURRA | ĝaburra | GA2×BURxRA
U+120C3,𒃃,ga₂ × da,GA2×DA,DAN7 | GA2×DA | TAN7 | dan7 | tan7
U+120C4,𒃄,ga₂ × di,GA2×DI,EDI | GA2×DI | edi
U+120C5,𒃅,ga₂ × dim × she,GA2×DIM×ŠE,GA2×DIM×ŠE | MUNU3 | munu3
U+120C6,𒃆,ga₂ × dub,GA2×DUB,EMEDUB | GA2×DUB | GADUB | emedub | gadub
U+120C7,𒃇,ga₂ × el,GA2×EL,GA2×EL | ĜASIKILLAX(|GA2×EL|) | ĝasikillax(|GA2×EL|)
U+120C8,𒃈,ga₂ × el + la,GA2×EL+LA,E'ELLA | ESIKILLA | GA2×EL+LA | GASIKILLA | e'ella | esikilla | gasikilla | ĜASIKILLA | ĝasikilla | GA2×ELxLA
U+120C9,𒃉,ga₂ × en,GA2×EN,GA2×EN | MENX(|GA2×EN|) | menx(|GA2×EN|)
U+120CA,𒃊,ga₂ × en × gan₂ tenu,GA2×EN×GAN2@t,ESIBIR | GA2×EN×GAN2@T | GA2×EN×GAN2@t | GASIBIR | esibir | gasibir | ĜASIBIR | ĝasibir
U+120CB,𒃋,ga₂ × gan₂ tenu,GA2×GAN2@t,DAN4 | GA2×GAN2@T | GA2×GAN2@t | TAN4 | dan4 | tan4
U+120CC,𒃌,ga₂ × gar,GA2×GAR,EGARA | EĜARA | GA2×GAR | GALGA | IŠHARA | IŠHURU | MALGA | egara | eĝara | galga | išhara | išhuru | malga | ĜALGA | ĝalga
U+120CD,𒃍,ga₂ × gi,GA2×GI,BISAGX(|GA2×GI|) | BISANX(|GA2×GI|) | GA2×GI | GAGI2 | GAGIA2 | GURDUB | PISAGX(|GA2×GI|) | PISANX(|GA2×GI|) | bisagx(|GA2×GI|) | bisanx(|GA2×GI|) | gagi2 | gagia2 | gurdub | pisagx(|GA2×GI|) | pisanx(|GA2×GI|)
U+120CE,𒃎,ga₂ × gi₄,GA2×GI4,EGIA | GA2×GI4 | GAGI | GAGIA | GURDUB2 | PISAGX(|GA2×GI4|) | PISANX(|GA2×GI4|) | egia | gagi | gagia | gurdub2 | pisagx(|GA2×GI4|) | pisanx(|GA2×GI4|) | ĜAGIA | ĝagia
U+120CF,𒃏,ga₂ × gi₄ + a,GA2×GI4+A,GA2×GI4+A | ĜAGIAX(|GA2×GI4+A|) | ĝagiax(|GA2×GI4+A|) | GA2×GI4xA | ĜAGIAX(|GA2×GI4xA|) | ĝagiax(|GA2×GI4xA|)
U+120D0,𒃐,ga₂ × gir₂ + su,GA2×GIR2+SU,EGIRSU | GA2×GIR2+SU | GAGIRSU | egirsu | gagirsu | ĜAĜIRSU | ĝaĝirsu | GA2×GIR2xSU
U+120D2,𒃒,ga₂ × hal,GA2×HAL,GA2×HAL | ĜAHALLAX(|GA2×HAL|) | ĝahallax(|GA2×HAL|)
U+120D3,𒃓,ga₂ × hal + la,GA2×HAL+LA,EHALLA | GA2×HAL+LA | GAHALLA | ehalla | gahalla | ĜAHALLA | ĝahalla | GA2×HALxLA
U+120D4,𒃔,ga₂ × hi + li,GA2×HI+LI,EHILI | GA2×HI+LI | GAHILI | ehili | gahili | ĜAHILI | ĝahili | GA2×HIxLI
U+120D5,𒃕,ga₂ × hub₂,GA2×HUB2,GA2×HUB2 | GARAŠ | garaš
U+120D6,𒃖,ga₂ × igi gunu,GA2×IGI@g,BARA10 | GA2×IGI@G | GA2×IGI@g | GAGA | GALGAX(|GA2×IGI@G|) | SABAD3 | SAD4 | bara10 | gaga | galgax(|GA2×IGI@g|) | sabad3 | sad4
U+120D8,𒃘,ga₂ × kak,GA2×KAK,AM4 | AMA4 | GA2×KAK | am4 | ama4
U+120D9,𒃙,ga₂ × kaskal,GA2×KASKAL,GA2×KASKAL | ME7 | me7
U+120DA,𒃚,ga₂ × kid,GA2×KID,GA2×KID | ĜALILLAX(|GA2×KID|) | ĝalillax(|GA2×KID|)
U+120DB,𒃛,ga₂ × kid + lal,GA2×KID+LAL,ELILLA | GA2×KID+LAL | GALILLA | elilla | galilla | ĜALILLA | ĝalilla | GA2×KIDxLAL
U+120DC,𒃜,ga₂ × ku₃ + an,GA2×KU3+AN,EAZAG | GA'AZAG | GA2×KU3+AN | GAZAG | eazag | ga'azag | gazag | ĜASAG | ĝasag | GA2×KU3xAN
U+120DD,𒃝,ga₂ × la,GA2×LA,DAĜALX(|GA2×LA|) | GA2×LA | daĝalx(|GA2×LA|)
U+120DE,𒃞,ga₂ × me + en,GA2×ME+EN,DAN2 | ERA3 | ERI15 | GA2×ME+EN | MEN | MENAX(|GA2×ME+EN|) | MI4 | MIN7 | TAN2 | dan2 | era3 | eri15 | men | menax(|GA2×ME+EN|) | mi4 | min7 | tan2 | GA2×MExEN | MENAX(|GA2×MExEN|) | menax(|GA2×MExEN|)
U+120DF,𒃟,ga₂ × mi,GA2×MI,GA2×MI | GAGIG | IDI | ITIM | ITIMA | UTIMA | gagig | idi | itim | itima | utima
U+120E0,𒃠,ga₂ × nun,GA2×NUN,GA2×NUN | GANUN | UŠUŠ | ganun | ušuš | ĜANUN | ĝanun
U+120E2,𒃢,ga₂ × pa,GA2×PA,ERA4 | ERI16 | GA2×PA | GAZAX(|GA2×PA|) | GAZI | IŠHARA4 | IŠHUR4 | IŠHURU4 | SILA4 | SILAKU | era4 | eri16 | gazax(|GA2×PA|) | gazi | išhara4 | išhur4 | išhuru4 | sila4 | silaku
U+120E3,𒃣,ga₂ × sal,GA2×SAL,AM5 | AMA5 | AME2 | AMI2 | ARHUŠ | EME8 | GA2×SAL | UR14 | UŠ3 | am5 | ama5 | ame2 | ami2 | arhuš | eme8 | ur14 | uš3
U+120E4,𒃤,ga₂ × sar,GA2×SAR,GA2×SAR | GAZI3 | gazi3
U+120E5,𒃥,ga₂ × she,GA2×ŠE,ARAH3 | ASAGX(|GA2×ŠE|) | ESAG2 | ESAĜ2 | GA2×ŠE | USI | arah3 | asagx(|GA2×ŠE|) | esag2 | esaĝ2 | usi
U+120E6,𒃦,ga₂ × she + tur,GA2×ŠE+TUR,ESAGTUR | ESAĜTUR | GA2×ŠE+TUR | esagtur | esaĝtur | GA2×ŠExTUR
U+120E7,𒃧,ga₂ × shid,GA2×ŠID,EMEDUB2 | GA2×ŠID | emedub2
U+120E8,𒃨,ga₂ × sum,GA2×SUM,GA2×SUM | GAZI2 | gazi2
U+120E9,𒃩,ga₂ × tak₄,GA2×TAK4,DAN3 | GA2×TAK4 | TAN3 | dan3 | tan3
U+120EA,𒃪,ga₂ × u,GA2×U,DAGX(|GA2×U|) | GA2×U | SABAD | SAD2 | ULA2 | dagx(|GA2×U|) | sabad | sad2 | ula2
U+120EB,𒃫,ga₂ × ud,GA2×UD,ERIM4 | ERIN4 | ETAM | GA2×UD | KARAM | erim4 | erin4 | etam | karam
U+120EC,𒃬,ga₂ × ud + du,GA2×UD+DU,...E | ...e | GA2×UD+DU | GA2×UDxDU
U+120EE,𒃮,gaba,GABA,DU8 | DUDDA | DUH | GA15 | GAB | GABA | GAP | IRTU | PITRU | QAB | QAP | TAH2 | TU24 | TUH | TUHU | du8 | dudda | duh | ga15 | gab | gaba | gap | irtu | pitru | qab | qap | tah2 | tu24 | tuh | tuhu | ŢAH2 | ŢU5 | ŢUH | ţah2 | ţu5 | ţuh
U+120F0,𒃰,gad,GAD,GAD | GADA | GADU | GAT | GID4 | GIDA4 | KAD | KAT | KID9 | KIT9 | KUT2 | QAD3 | QAT3 | QID4 | gad | gada | gadu | gat | gid4 | gida4 | kad | kat | kid9 | kit9 | kut2 | qad3 | qat3 | qid4
U+120F2,𒃲,gal,GAL,GAL | GALA8 | GALE | KAL2 | QAL | RAB2 | RAP2 | gal | gala8 | gale | kal2 | qal | rab2 | rap2
U+120F4,𒃴,galam,GALAM,GALAM | GAX(GALAM) | GUD5 | SUKUD | SUKUX(GALAM) | UBI | galam | gax(GALAM) | gud5 | sukud | sukux(GALAM) | ubi
U+120F5,𒃵,gam,GAM,AR5 | GAM | GAN7 | GIRUM | GUM4 | GUR2 | GURU2 | GURUM | QAM | QUR3 | ar5 | gam | gan7 | girum | gum4 | gur2 | guru2 | gurum | qam | qur3
U+120F6,𒃶,gan,GAN,GAM4 | GAN | GANA | HE2 | HI2 | KAN | KANA | LI6 | QAN | SAG7 | SEG16 | SIG16 | gam4 | gan | gana | he2 | hi2 | kan | kana | li6 | qan | sag7 | seg16 | sig16
U+120F7,𒃷,gan₂,GAN2,AL3 | ALALX(GAN2) | AŠA5 | AŠAG | BURUX(GAN2) | EQLU | GA3 | GAN2 | GANA2 | GIRRIX(GAN2) | IKU | IŠHURU3 | IŠHURUM3 | KALAX(GAN2) | KAN2 | KANA2 | KARX(GAN2) | UL8 | ULULX(GAN2) | al3 | alalx(GAN2) | aša5 | ašag | burux(GAN2) | eqlu | ga3 | gan2 | gana2 | girrix(GAN2) | iku | išhuru3 | išhurum3 | kalax(GAN2) | kan2 | kana2 | karx(GAN2) | ul8 | ululx(GAN2) | ĜA3 | ĝa3
U+120F8,𒃸,gan₂ tenu,GAN2@t,GAN2@T | GAN2@t | GAR19 | GARAK | GUR6 | GURU6 | ILX(GAN2@T) | KAR2 | KARA2 | KIRI2 | gar19 | garak | gur6 | guru6 | ilx(GAN2@t) | kar2 | kara2 | kiri2
U+120FB,𒃻,gar,GAR,GA4 | GAR | GARA | GARAK5 | INDA3 | INTA3 | KAR5 | KUX(GAR) | MAR3 | MENARI | MU8 | NI3 | NIG2 | NIGIX(GAR) | NIK2 | NIM5 | NIN6 | NINDA | NINDAN | NINNI3 | NIQ2 | NIQIX(GAR) | NITA4 | NIĜ2 | QAR3 | QARA3 | SA15 | ga4 | gar | gara | garak5 | inda3 | inta3 | kar5 | kux(GAR) | mar3 | menari | mu8 | ni3 | nig2 | nigix(GAR) | nik2 | nim5 | nin6 | ninda | nindan | ninni3 | niq2 | niqix(GAR) | nita4 | niĝ2 | qar3 | qara3 | sa15 | ĜAR | ĝar | ŠA2 | ŠIKIN | ŠU7 | ša2 | šikin | šu7
U+120FC,𒃼,gar₃,GAR3,GAR3 | GARA3 | KAR3 | QAR | QER5 | gar3 | gara3 | kar3 | qar | qer5 | ĜAR3 | ĝar3
U+120FD,𒃽,gashan,GAŠAN,GAŠAN | UGUN2 | UGUNU2 | gašan | ugun2 | ugunu2
U+12100,𒄀,gi,GI,EŠŠA3 | GE | GEN6 | GI | GIN6 | GITAG | KE2 | KI2 | QAN2 | QE3 | QI3 | SEG17 | SI22 | SIG17 | SISSIX(GI) | TAR5 | TARU5 | ešša3 | ge | gen6 | gi | gin6 | gitag | ke2 | ki2 | qan2 | qe3 | qi3 | seg17 | si22 | sig17 | sissix(GI) | tar5 | taru5
U+12101,𒄁,gi × e,GI×E,GI×E
U+12102,𒄂,gi × u,GI×U,GI×U
U+12104,𒄄,gi₄,GI4,GA8 | GAGRI | GE4 | GI4 | KI8 | QE4 | QI4 | ga8 | gagri | ge4 | gi4 | ki8 | qe4 | qi4
U+12107,𒄇,gidim,GIDIM,GEDIM | GIDIM | KITIM | gedim | gidim | kitim
U+12108,𒄈,gir₂,GIR2,GARX(GIR2) | GIR2 | GIRI2 | IRX(GIR2) | MER3 | MERI3 | MIRIX(GIR2) | PATRU | UKUR | garx(GIR2) | gir2 | giri2 | irx(GIR2) | mer3 | meri3 | mirix(GIR2) | patru | ukur | ĜIR2 | ĜIRI2 | ĝir2 | ĝiri2
U+12109,𒄉,gir₂ gunu,GIR2@g,AD2 | ADDA4 | ADDU3 | AT2 | AŢ2 | GIR2@G | GIR2@g | KIŠA2 | KIŠEG2 | KIŠI17 | KIŠIG2 | KIŠIK2 | TAB2 | UL4 | ad2 | adda4 | addu3 | at2 | aţ2 | kiša2 | kišeg2 | kiši17 | kišig2 | kišik2 | tab2 | ul4
U+1210A,𒄊,gir₃,GIR3,ANŠE2 | ANŠU2 | ER9 | GER3 | GIR3 | GIRI3 | GIRU3 | HUŠ2 | IMERIX(GIR3) | IR9 | KIR10 | KIRI5 | MERX(GIR3) | MIRIX(GIR3) | QIR7 | SAKKAN | SUMUGAN | SUMUGGA | SUMUKAN | SUMUQAN | WIR | anše2 | anšu2 | er9 | ger3 | gir3 | giri3 | giru3 | huš2 | imerix(GIR3) | ir9 | kir10 | kiri5 | merx(GIR3) | mirix(GIR3) | qir7 | sakkan | sumugan | sumugga | sumukan | sumuqan | wir | ĜIR3 | ĜIRI3 | ĝir3 | ĝiri3 | ŠAKAN2 | ŠAKKAN2 | šakan2 | šakkan2
U+1210B,𒄋,gir₃ × a + igi,GIR3×A+IGI,ALIM | ALIMA | GIR3×A+IGI | alim | alima | GIR3×AxIGI
U+1210C,𒄌,gir₃ × gan₂ tenu,GIR3×GAN2@t,GIR16 | GIR3×GAN2@T | GIR3×GAN2@t | GIRI16 | GIRID2 | IRX(|GIR3×GAN2@T|) | gir16 | giri16 | girid2 | irx(|GIR3×GAN2@t|) | ĜIRI16 | ĝiri16
U+1210D,𒄍,gir₃ × igi,GIR3×IGI,ALIMX(|GIR3×IGI|) | GIR3×IGI | alimx(|GIR3×IGI|)
U+1210E,𒄎,gir₃ × lu + igi,GIR3×LU+IGI,GIR3×LU+IGI | LULIM | LULIMA | lulim | lulima | GIR3×LUxIGI
U+1210F,𒄏,gir₃ × pa,GIR3×PA,ANŠI | GIR3×PA | anši
U+12110,𒄐,gisal,GISAL,GISAL
U+12111,𒄑,gish,GIŠ,ES | EZ | EŞ | EŠ19 | GEZ | GEŠ | GIS | GIZ | GIŞ | GIŠ | GIŠA | IS | IZ | IŞ | IŞU | IŠ6 | KIS2 | MIŠ3 | MU9 | NIŠ2 | es | ez | eş | eš19 | gez | geš | gis | giz | giş | giš | giša | is | iz | iş | işu | iš6 | kis2 | miš3 | mu9 | niš2 | ĜEŠ | ĜIZZALX(GIŠ) | ĜIŠ | ĝeš | ĝizzalx(GIŠ) | ĝiš
U+12113,𒄓,gish × bad,GIŠ×BAD,GEŠHAR | GIŠHAR | GIŠ×BAD | ZIZ4 | gešhar | gišhar | ziz4
U+12114,𒄔,gish × tak₄,GIŠ×TAK4,EZINUX(|GIŠ×TAK4|) | GIŠ×TAK4 | QIŠATX(|GIŠ×TAK4|) | TERX(|GIŠ×TAK4|) | TIRX(|GIŠ×TAK4|) | ezinux(|GIŠ×TAK4|) | qišatx(|GIŠ×TAK4|) | terx(|GIŠ×TAK4|) | tirx(|GIŠ×TAK4|) | ŠABUX(|GIŠ×TAK4|) | ŠEX(|GIŠ×TAK4|) | šabux(|GIŠ×TAK4|) | šex(|GIŠ×TAK4|)
U+12115,𒄕,gish tenu,GIŠ@t,GIŠ@T | GIŠ@t | GUR17 | GURU17 | KANA7 | gur17 | guru17 | kana7
U+12116,𒄖,gu,GU,GU | GUMX(GU) | KU8 | QU3 | gu | gumx(GU) | ku8 | qu3
U+12118,𒄘,gu₂,GU2,GU2 | GUN2 | KIŠĀDU | LIL6 | QU6 | TIK | TIQ | USANX(GU2) | gu2 | gun2 | kišādu | lil6 | qu6 | tik | tiq | usanx(GU2)
