artifact_id,museum_no,designation,publications_key,publications_type,publications_exact_ref,publications_comment,provenience,period,dates,collections,genres,materials,artifact_type,height,thickness,width,weight,elevation,excavation_no,findspot_square,findspot_comments,stratigraphic_level,surface_preservation,condition_description,artifact_preservation,languages,written_in,archive,composite_no,composites,seal_no,seals,accession_no,cdli_comments,artifact_comments,provenience_comments,is_provenience_uncertain,period_comments,is_period_uncertain,artifact_type_comments,is_artifact_type_uncertain,seal_information,is_school_text,alternative_years,external_resources,external_resources_key,genres_comment,genres_uncertain,languages_uncertain,materials_aspect,materials_color,materials_uncertain,retired,has_fragments,is_artifact_fake,redirect_artifact_id,retired_comments
346377,"BM —","CDLI Literary 000795, ex. 060","Alster1997Proverbs; Gadd1963UET6; sec87946","history; history; history","320; 0328; ","; ; ","Ur (mod. Tell Muqayyar)","Old Babylonian (ca. 1900-1600 BC)",,"British Museum, London, UK","Wisdom or proverb",clay,tablet,,,,,,"U —",,,,,,,Sumerian,,,,Q000795,,,,,,,0,,0,,0,,1,,"ETCSL transliterations; ETCSL translations; ARMEP","6.1.1; 6.1.1; P346377","ETCSL 6.01.01 Proverbs Collection 01 (witness) proverb",0,0,,,0,0,0,0,,
