artifact_id,museum_no,designation,publications_key,publications_type,publications_exact_ref,publications_comment,provenience,period,dates,collections,genres,materials,artifact_type,height,thickness,width,weight,elevation,excavation_no,findspot_square,findspot_comments,stratigraphic_level,surface_preservation,condition_description,artifact_preservation,languages,written_in,archive,composite_no,composites,seal_no,seals,accession_no,cdli_comments,artifact_comments,provenience_comments,is_provenience_uncertain,period_comments,is_period_uncertain,artifact_type_comments,is_artifact_type_uncertain,seal_information,is_school_text,alternative_years,external_resources,external_resources_key,genres_comment,genres_uncertain,languages_uncertain,materials_aspect,materials_color,materials_uncertain,retired,has_fragments,is_artifact_fake,redirect_artifact_id,retired_comments
225102,"IM 058696","CDLI Literary 000821, ex. 016","Al-Fouadi1979TIM10; Alster1997Proverbs; Falkowitz1983AfO29/30","history; history; history","132; 305; 042","; ; ","Nippur (mod. Nuffar)","Old Babylonian (ca. 1900-1600 BC)",,"National Museum of Iraq, Baghdad, Iraq","Wisdom or proverb",clay,tablet,,,,,,3N-T0772,,,,,,,Sumerian,,,,Q000821,,,,,lentil,,0,,0,lentil,0,,1,,"ETCSL transliterations; ETCSL translations; DCCLT; ARMEP","6.2.1; 6.2.1; P225102; P225102","ETCSL 6.02.01 Proverbs from Nippur (witness) round tablet",0,0,,,0,0,0,0,,
