artifact_id,museum_no,designation,publications_key,publications_type,publications_exact_ref,publications_comment,provenience,period,dates,collections,genres,materials,artifact_type,height,thickness,width,weight,elevation,excavation_no,findspot_square,findspot_comments,stratigraphic_level,surface_preservation,condition_description,artifact_preservation,languages,written_in,archive,composite_no,composites,seal_no,seals,accession_no,cdli_comments,artifact_comments,provenience_comments,is_provenience_uncertain,period_comments,is_period_uncertain,artifact_type_comments,is_artifact_type_uncertain,seal_information,is_school_text,alternative_years,external_resources,external_resources_key,genres_comment,genres_uncertain,languages_uncertain,materials_aspect,materials_color,materials_uncertain,retired,has_fragments,is_artifact_fake,redirect_artifact_id,retired_comments
309728,"YBC 08929","CDLI Literary 000482, ex. 032","Alster1997Proverbs; Alster2011FsWestenholz; sec72895","history; history; history","332, pl.130; 023; ","; ; ","uncertain (mod. uncertain)","Old Babylonian (ca. 1900-1600 BC)",00.00.00.00,"Yale Babylonian Collection, New Haven, Connecticut, USA",Literary,clay,tablet,,,,,,,,,,,,,Sumerian,,,,Q000482,,,,,lentil,,0,,0,lentil,0,,1,,"YBC; ETCSL transliterations; ETCSL translations; eBL; ARMEP","BC-022988; 2.5.5.2; 2.5.5.2; YBC.8929; P309728",,0,0,,,0,0,0,0,,
