artifact_id,museum_no,designation,publications_key,publications_type,publications_exact_ref,publications_comment,provenience,period,dates,collections,genres,materials,artifact_type,height,thickness,width,weight,elevation,excavation_no,findspot_square,findspot_comments,stratigraphic_level,surface_preservation,condition_description,artifact_preservation,languages,written_in,archive,composite_no,composites,seal_no,seals,accession_no,cdli_comments,artifact_comments,provenience_comments,is_provenience_uncertain,period_comments,is_period_uncertain,artifact_type_comments,is_artifact_type_uncertain,seal_information,is_school_text,alternative_years,external_resources,external_resources_key,genres_comment,genres_uncertain,languages_uncertain,materials_aspect,materials_color,materials_uncertain,retired,has_fragments,is_artifact_fake,redirect_artifact_id,retired_comments
262849,"CBS 07869","CDLI Literary 000482, ex. 021","Falkowitz1983AfO29/30; Romer1965SKIZ; Vanstiphout1978JCS30","history; history; history","027; p. 24ff.; 059","; ; ","Nippur (mod. Nuffar)","Old Babylonian (ca. 1900-1600 BC)",,"Penn Museum, Philadelphia, Pennsylvania, USA",Literary,clay,tablet,,,,,,,,,,,,,Sumerian,,,,Q000482,,,,,lentil,,0,,0,lentil,0,,1,,"ETCSL transliterations; ETCSL translations; Penn; eBL; ARMEP","2.5.5.2; 2.5.5.2; 525937; CBS.7869; P262849","""ETCSL 2.05.05.02 Lipit-Ishtar B ('Tetrad no. 1') (witness) School text; Lipit-Ishtar Hymn B l. 45; (Obv)4 lines, (Rev)scribble.""",0,0,,,0,0,0,0,,
