artifact_id,museum_no,designation,publications_key,publications_type,publications_exact_ref,publications_comment,provenience,period,dates,collections,genres,materials,artifact_type,height,thickness,width,weight,elevation,excavation_no,findspot_square,findspot_comments,stratigraphic_level,surface_preservation,condition_description,artifact_preservation,languages,written_in,archive,composite_no,composites,seal_no,seals,accession_no,cdli_comments,artifact_comments,provenience_comments,is_provenience_uncertain,period_comments,is_period_uncertain,artifact_type_comments,is_artifact_type_uncertain,seal_information,is_school_text,alternative_years,external_resources,external_resources_key,genres_comment,genres_uncertain,languages_uncertain,materials_aspect,materials_color,materials_uncertain,retired,has_fragments,is_artifact_fake,redirect_artifact_id,retired_comments
323468,"CUNES 49-08-063","CUSAS 23, 200",Bartash2013CUSAS23,primary,200,,,"Old Akkadian (ca. 2340-2200 BC)",,"Department of Near Eastern Studies, Cornell University, Ithaca, New York, USA",Literary,clay,tablet,88.0,,72.0,,,,,,,70%,,complete,,,,,,,,,,,,0,,0,,0,unsealed,1,,,,"""school text: literary text school exercise, with sentences not necessarily coming from literary texts: sza3-ge8(IGI) KAR2 he2-tuku, “may you/he have whatever you/he want(s)”;  <ki>-sikil al-sa6 lu2 na-da-na2, “the young girl is charming, someone certainly will lie with her” [transl""",0,,,,0,0,0,0,,
