artifact_id,museum_no,designation,publications_key,publications_type,publications_exact_ref,publications_comment,provenience,period,dates,collections,genres,materials,artifact_type,height,thickness,width,weight,elevation,excavation_no,findspot_square,findspot_comments,stratigraphic_level,surface_preservation,condition_description,artifact_preservation,languages,written_in,archive,composite_no,composites,seal_no,seals,accession_no,cdli_comments,artifact_comments,provenience_comments,is_provenience_uncertain,period_comments,is_period_uncertain,artifact_type_comments,is_artifact_type_uncertain,seal_information,is_school_text,alternative_years,external_resources,external_resources_key,genres_comment,genres_uncertain,languages_uncertain,materials_aspect,materials_color,materials_uncertain,retired,has_fragments,is_artifact_fake,redirect_artifact_id,retired_comments
228765,"UM 29-16-540","CDLI Literary 000482, ex. 011",Peterson2011BPOA9,history,176,,"Nippur (mod. Nuffar)","Old Babylonian (ca. 1900-1600 BC)",,"Penn Museum, Philadelphia, Pennsylvania, USA","Lexical; Literary",clay,tablet,69.0,32.0,55.0,,,,,,,,"Tablet frag, left edge",fragment,Sumerian,,,,Q000482,,,,,,,0,,0,,0,,1,,"ETCSL transliterations; ETCSL translations; Penn; eBL; ARMEP","2.5.5.2; 2.5.5.2; 567253; UM.29-16-540; P228765","""ETCSL 2.05.05.02 Lipit-Ishtar B ('Tetrad no. 1') (witness) School exercise Lipit-Eshtar B; rev: personal names--nin; 2x4 lines""; ""ETCSL 2.05.05.02 Lipit-Ishtar B ('Tetrad no. 1') (witness) School exercise Lipit-Eshtar B; rev: personal names--nin; 2x4 lines""","0; 0",0,,,0,0,0,0,,
