artifact_id,museum_no,designation,publications_key,publications_type,publications_exact_ref,publications_comment,provenience,period,dates,collections,genres,materials,artifact_type,height,thickness,width,weight,elevation,excavation_no,findspot_square,findspot_comments,stratigraphic_level,surface_preservation,condition_description,artifact_preservation,languages,written_in,archive,composite_no,composites,seal_no,seals,accession_no,cdli_comments,artifact_comments,provenience_comments,is_provenience_uncertain,period_comments,is_period_uncertain,artifact_type_comments,is_artifact_type_uncertain,seal_information,is_school_text,alternative_years,external_resources,external_resources_key,genres_comment,genres_uncertain,languages_uncertain,materials_aspect,materials_color,materials_uncertain,retired,has_fragments,is_artifact_fake,redirect_artifact_id,retired_comments
134667,"HS 1357","TMH NF 1-2, 357","Geller2003TMH6; Pohl1937TMHNF1-2; Waetzoldt1976TMHNF1/2","history; primary; collation","app. 2; 357; p. 324","; ; ","Nippur (mod. Nuffar)","Ur III (ca. 2100-2000 BC)",--.--.00.00,"Hilprecht Collection, University of Jena, Jena, Germany",Literary,clay,tablet,,,,,,,,,,,,,Sumerian,,,,,,,,,,,0,,0,,0,,1,,"BDTNS; eBL; Wikidata","010297; HS.1357; Q120080284","School text ? ",0,0,,,0,0,0,0,,
