artifact_id,museum_no,designation,publications_key,publications_type,publications_exact_ref,publications_comment,provenience,period,dates,collections,genres,materials,artifact_type,height,thickness,width,weight,elevation,excavation_no,findspot_square,findspot_comments,stratigraphic_level,surface_preservation,condition_description,artifact_preservation,languages,written_in,archive,composite_no,composites,seal_no,seals,accession_no,cdli_comments,artifact_comments,provenience_comments,is_provenience_uncertain,period_comments,is_period_uncertain,artifact_type_comments,is_artifact_type_uncertain,seal_information,is_school_text,alternative_years,external_resources,external_resources_key,genres_comment,genres_uncertain,languages_uncertain,materials_aspect,materials_color,materials_uncertain,retired,has_fragments,is_artifact_fake,redirect_artifact_id,retired_comments
368911,"Ist Ni 10108","TMN p. 352, Ist Ni 10108",Proust2007TMN,primary,"p. 352, Ist Ni 10108","modèle de contrat - liste métrologique C","Nippur (mod. Nuffar)","Old Babylonian (ca. 1900-1600 BC)",,"Arkeoloji Müzeleri, Istanbul, Turkey","Business / Contracts",clay,tablet,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,1,,"eBL; OBMC; ARMEP","Ni.10108; P368911; P368911","""obv. model contract; rev.: mathematical """,0,,,,0,0,0,0,,
