artifact_id,museum_no,designation,publications_key,publications_type,publications_exact_ref,publications_comment,provenience,period,dates,collections,genres,materials,artifact_type,height,thickness,width,weight,elevation,excavation_no,findspot_square,findspot_comments,stratigraphic_level,surface_preservation,condition_description,artifact_preservation,languages,written_in,archive,composite_no,composites,seal_no,seals,accession_no,cdli_comments,artifact_comments,provenience_comments,is_provenience_uncertain,period_comments,is_period_uncertain,artifact_type_comments,is_artifact_type_uncertain,seal_information,is_school_text,alternative_years,external_resources,external_resources_key,genres_comment,genres_uncertain,languages_uncertain,materials_aspect,materials_color,materials_uncertain,retired,has_fragments,is_artifact_fake,redirect_artifact_id,retired_comments
229166,"CBS 06098 + N 3960 + N 5128","EEN 061, CBS 06098",Veldhuis1997EEN,primary,"p. 61, CBS 6098",,"Nippur (mod. Nuffar)","Old Babylonian (ca. 1900-1600 BC)",,"Penn Museum, Philadelphia, Pennsylvania, USA","Business / Contracts",clay,tablet,,,,,,,,,,,,,Sumerian,,,,Q000039,,,,"P229166 leadP229166 lead",,,0,,0,,0,,1,,"Penn; Penn; Penn; eBL; eBL; eBL; DCCLT; ARMEP","581744; 581745; 581746; CBS.6098; N.3960; N.5128; P229166; P229166","""obv. model contract; rev: OB Hh 1 (cf. Hh 3-7) Large tablet, nearly complete (corners missing). Obv. I multiplication table (base 16) obv. II exercise contract, repeated in obv. III. Treated by Lieberman (unpubl). Rev. partly very badly damaged. According to catalogue M.B. More probably O.B. Copy N.V.""",0,0,,,0,0,1,0,,
