unicode_id,sign_grapheme,sign_trlitScien,sign_phonetic,sign_translation,sign_type,is_compound,component_position,word_id,confidence,source,artifact_id,corpus_id,genre_name,provenance,modern,archaeological_context,period_index,period_dates,languages,is_school_text,genre_uncertain,period_uncertain,provenience_uncertain
U+12040,𒁀,BA,ba,,SYLL,SIMPLE,,P251564_64,attested,,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
U+12100,𒄀,GI,gi,,SYLL,SIMPLE,,P251564_64,attested,,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
U+1223E,𒈾,NA,na,,SYLL,SIMPLE,,P251564_64,attested,,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
U+1207A,𒁺,DU,tum2,,SYLL,SIMPLE,,P251564_64,attested,,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
U+12154,𒅔,IN,in,,SYLL,SIMPLE,,P251564_65,attested,,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
U+12146,𒅆,IGI,ši,,SYLL,SIMPLE,,P251564_65,attested,,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
U+1225B,𒉛,|NINDA₂×ŠE|,sa10,,SYLL,SIMPLE,,P251564_65,attested,,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
U+120FB,𒃻,GAR,gar,,SYLL,SIMPLE,,P251564_67,attested,,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
U+1228F,𒊏,RA,ra,,SYLL,SIMPLE,,P251564_67,attested,,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
U+12295,𒊕,SAG,sag,,SYLL,SIMPLE,,P251564_68,attested,,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
U+12034,𒀴,ARAD,nita2,,SYLL,SIMPLE,,P251564_68,attested,,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
U+12217,𒈗,LUGAL,lugal,,SYLL,SIMPLE,,P251564_69,attested,,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
U+12000,𒀀,A,a,,SYLL,SIMPLE,,P251564_69,attested,,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
U+1224C,𒉌,NI,ni,,SYLL,SIMPLE,,P251564_69,attested,,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
,,X,x,,SYLL,SIMPLE,,P251564_70,attested,,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
U+12040,𒁀,BA,ba,,SYLL,SIMPLE,,P251564_71,attested,,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
U+1200A,𒀊,AB,ab,,SYLL,SIMPLE,,P251564_71,attested,,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
U+12104,𒄄,GI₄,gi4,,SYLL,SIMPLE,,P251564_71,attested,,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
U+12104,𒄄,GI₄,gi4,,SYLL,SIMPLE,,P251564_71,attested,,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
U+12313,𒌓,UD,u4,,SYLL,SIMPLE,,P251564_72,attested,,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
U+1227D,𒉽,PAP,kur2,,SYLL,SIMPLE,,P251564_73,attested,,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
U+120A0,𒂠,EŠ₂,še3,,SYLL,SIMPLE,,P251564_73,attested,,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
U+12261,𒉡,NU,nu,,SYLL,SIMPLE,,P251564_75,attested,,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
U+120B7,𒂷,GA₂,ga2,,SYLL,SIMPLE,,P251564_75,attested,,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
U+120B7,𒂷,GA₂,ga2,,SYLL,SIMPLE,,P251564_75,attested,,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
U+12000,𒀀,A,a,,SYLL,SIMPLE,,P251564_75,attested,,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
U+1222C,𒈬,MU,mu,,SYLL,SIMPLE,,P251564_76,attested,,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
U+12217,𒈗,LUGAL,lugal,,SYLL,SIMPLE,,P251564_77,attested,,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
U+12049,𒁉,BI,bi,,SYLL,SIMPLE,,P251564_77,attested,,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
U+12154,𒅔,IN,in,,SYLL,SIMPLE,,P251564_78,attested,,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
,,PA3,pa3,,SYLL,SIMPLE,,P251564_78,attested,,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
U+12146,𒅆,IGI,igi,,SYLL,SIMPLE,,P251564_79,attested,,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
U+12261,𒉡,NU,nu,,SYLL,SIMPLE,,P251564_80,attested,,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
U+12314,𒌔,|UD.KUŠU₂|,uh2,,SYLL,SIMPLE,,P251564_80,attested,,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
U+1208D,𒂍,E₂,e2,,SYLL,SIMPLE,,P251564_80,attested,,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
U+12000,𒀀,A,a,,SYLL,SIMPLE,,P251564_80,attested,,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
U+12309,𒌉,TUR,dumu,,SYLL,SIMPLE,,P251564_81,attested,,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
,,X,x,,SYLL,SIMPLE,,P251564_82,attested,,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
,,X,x,,SYLL,SIMPLE,,P251564_82,attested,,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
,,X,x,,SYLL,SIMPLE,,P251564_82,attested,,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
,,X,x,,SYLL,SIMPLE,,P251564_82,attested,,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
,,X,x,,SYLL,SIMPLE,,P251564_84,attested,,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
,,X,x,,SYLL,SIMPLE,,P251564_85,attested,,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
,,X,x,,SYLL,SIMPLE,,P251564_86,attested,,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
,,X,x,,SYLL,SIMPLE,,P251564_87,attested,,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
U+1207E,𒁾,DUB,dub,,SYLL,SIMPLE,,P251564_88,attested,,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
U+122AC,𒊬,SAR,sar,,SYLL,SIMPLE,,P251564_88,attested,,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
,,UD×U+U+U,iti,,SYLL,SIMPLE,,P251564_89,attested,,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
U+1211E,𒄞,GUD,gu4,,SYLL,SIMPLE,,P251564_90,attested,,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
U+122DB,𒋛,SI,si,,SYLL,SIMPLE,,P251564_90,attested,,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
U+12072,𒁲,DI,sa2,,SYLL,SIMPLE,,P251564_90,attested,,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
U+1222C,𒈬,MU,mu,,SYLL,SIMPLE,,P251564_91,attested,,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
U+12261,𒉡,NU,nu,,SYLL,SIMPLE,,P251564_93,attested,,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
U+120F8,𒃸,GAN₂@t,kar2,,SYLL,SIMPLE,,P251564_93,attested,,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
U+12040,𒁀,BA,ba,,SYLL,SIMPLE,,P251564_94,attested,,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
U+12086,𒂆,DUN₃@g,gin2,,SYLL,SIMPLE,,P251564_97,attested,,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
U+121AC,𒆬,|KU₃.UD|,ku3-babbar,,COMPOUND,COMPOUND,1,P251564_98,attested,OSL,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
U+12313,𒌓,|KU₃.UD|,ku3-babbar,,COMPOUND,COMPOUND,2,P251564_98,attested,OSL,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
U+121AC,𒆬,KU₃,ku3,,SYLL,SIMPLE,,P251564_99,attested,,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
U+122EB,𒋫,TA,ta,,SYLL,SIMPLE,,P251564_99,attested,,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
U+12038,𒀸,AŠ,aš,,SYLL,SIMPLE,,P251564_99,attested,,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
U+1207A,𒁺,DU,gub,,SYLL,SIMPLE,,P251564_100,attested,,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
U+12040,𒁀,BA,ba,,SYLL,SIMPLE,,P251564_100,attested,,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
U+121B7,𒆷,LA,la,,SYLL,SIMPLE,,P251564_101,attested,,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
U+121FB,𒇻,LU,lu,,SYLL,SIMPLE,,P251564_101,attested,,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
U+12311,𒌑,U₂,u2,,SYLL,SIMPLE,,P251564_101,attested,,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
U+1231D,𒌝,UM,um,,SYLL,SIMPLE,,P251564_101,attested,,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
U+12308,𒌈,TUM,ib2,,SYLL,SIMPLE,,P251564_102,attested,,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
U+122EB,𒋫,TA,ta,,SYLL,SIMPLE,,P251564_102,attested,,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
U+1207A,𒁺,DU,gub,,SYLL,SIMPLE,,P251564_102,attested,,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
U+1224C,𒉌,NI,ni,,SYLL,SIMPLE,,P251564_103,attested,,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
U+122D7,𒋗,ŠU,šu,,SYLL,SIMPLE,,P251564_104,attested,,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
U+1221B,𒈛,LUH,luh,,SYLL,SIMPLE,,P251564_105,attested,,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
U+1219F,𒆟,KEŠ₂,keš2,,SYLL,SIMPLE,,P251564_106,attested,,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
U+12055,𒁕,DA,da,,SYLL,SIMPLE,,P251564_106,attested,,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
U+12306,𒌆,TUG₂,tug2,,SYLL,SIMPLE,,P251564_109,attested,,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
U+1202D,𒀭,AN,an,,SYLL,SIMPLE,,P251564_110,attested,,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
U+1224C,𒉌,NI,ni,,SYLL,SIMPLE,,P251564_110,attested,,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
U+12308,𒌈,TUM,ib2,,SYLL,SIMPLE,,P251564_110,attested,,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
U+12306,𒌆,TUG₂,mu4,,SYLL,SIMPLE,,P251564_110,attested,,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
U+12306,𒌆,TUG₂,mu4,,SYLL,SIMPLE,,P251564_110,attested,,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
U+12313,𒌓,UD,u4,,SYLL,SIMPLE,,P251564_111,attested,,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
U+121A0,𒆠,KI,ki,,SYLL,SIMPLE,,P251564_112,attested,,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
,,X,x,,SYLL,SIMPLE,,P251564_113,attested,,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
U+1223E,𒈾,NA,na,,SYLL,SIMPLE,,P251564_115,attested,,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
U+121AC,𒆬,KU₃,ku3,,SYLL,SIMPLE,,P251564_116,attested,,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
U+122D7,𒋗,ŠU,šu,,SYLL,SIMPLE,,P251564_117,attested,,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
U+12040,𒁀,BA,ba,,SYLL,SIMPLE,,P251564_118,attested,,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
U+120B7,𒂷,GA₂,ga2,,SYLL,SIMPLE,,P251564_118,attested,,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
U+1208D,𒂍,E₂,e2,,SYLL,SIMPLE,,P251564_119,attested,,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
U+122EB,𒋫,TA,ta,,SYLL,SIMPLE,,P251564_119,attested,,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
U+12308,𒌈,TUM,ib2,,SYLL,SIMPLE,,P251564_120,attested,,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
U+122EB,𒋫,TA,ta,,SYLL,SIMPLE,,P251564_120,attested,,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
U+12049,𒁉,BI,bi,,SYLL,SIMPLE,,P251564_121,attested,,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
U+12040,𒁀,BA,ba,,SYLL,SIMPLE,,P251564_122,attested,,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
U+12000,𒀀,|A.GU|,zah3,,COMPOUND,COMPOUND,1,P251564_122,attested,OSL,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
U+12116,𒄖,|A.GU|,zah3,,COMPOUND,COMPOUND,2,P251564_122,attested,OSL,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
U+12040,𒁀,BA,ba,,SYLL,SIMPLE,,P251564_123,attested,,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
U+12357,𒍗,UŠ₂,uš2,,SYLL,SIMPLE,,P251564_123,attested,,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
U+12311,𒌑,U₂,u2,,SYLL,SIMPLE,,P251564_124,attested,,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
U+12116,𒄖,GU,gu,,SYLL,SIMPLE,,P251564_124,attested,,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
U+12040,𒁀,BA,ba,,SYLL,SIMPLE,,P251564_125,attested,,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
U+1202D,𒀭,AN,an,,SYLL,SIMPLE,,P251564_125,attested,,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
U+12324,𒌤,DE₂,de2,,SYLL,SIMPLE,,P251564_125,attested,,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
U+121AC,𒆬,KU₃,ku3,,SYLL,SIMPLE,,P251564_126,attested,,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
U+1224C,𒉌,NI,i3,,SYLL,SIMPLE,,P251564_127,attested,,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
U+121F2,𒇲,LAL,la2,,SYLL,SIMPLE,,P251564_127,attested,,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
U+1208A,𒂊,E,e,,SYLL,SIMPLE,,P251564_127,attested,,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
U+12049,𒁉,BI,bi,,SYLL,SIMPLE,,P251564_128,attested,,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
U+120B7,𒂷,GA₂,ga2,,SYLL,SIMPLE,,P251564_129,attested,,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
U+121B7,𒆷,LA,la,,SYLL,SIMPLE,,P251564_129,attested,,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
U+12040,𒁀,BA,ba,,SYLL,SIMPLE,,P251564_130,attested,,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
U+1202D,𒀭,AN,an,,SYLL,SIMPLE,,P251564_130,attested,,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
U+12056,𒁖,DAG,dag,,SYLL,SIMPLE,,P251564_130,attested,,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
,,X,x,,SYLL,SIMPLE,,P251564_131,attested,,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
,,X,x,,SYLL,SIMPLE,,P251564_132,attested,,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
U+12220,𒈠,MA,ma,,SYLL,SIMPLE,,P251564_135,attested,,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
U+1223E,𒈾,NA,na,,SYLL,SIMPLE,,P251564_135,attested,,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
U+121AC,𒆬,|KU₃.UD|,ku3-babbar,,COMPOUND,COMPOUND,1,P251564_136,attested,OSL,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
U+12313,𒌓,|KU₃.UD|,ku3-babbar,,COMPOUND,COMPOUND,2,P251564_136,attested,OSL,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
U+121B2,𒆲,KUN,maš2,,SYLL,SIMPLE,,P251564_137,attested,,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
U+121A0,𒆠,KI,ki,,SYLL,SIMPLE,,P251564_139,attested,,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
U+122EB,𒋫,TA,ta,,SYLL,SIMPLE,,P251564_140,attested,,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
U+12097,𒂗,EN,en,,SYLL,SIMPLE,,P251564_141,attested,,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
U+122D7,𒋗,ŠU,šu,,SYLL,SIMPLE,,P251564_142,attested,,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
U+12040,𒁀,BA,ba,,SYLL,SIMPLE,,P251564_143,attested,,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
U+1202D,𒀭,AN,an,,SYLL,SIMPLE,,P251564_143,attested,,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
U+122FE,𒋾,TI,ti,,SYLL,SIMPLE,,P251564_143,attested,,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
U+12313,𒌓,UD,u4,,SYLL,SIMPLE,,P251564_144,attested,,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
U+12099,𒂙,|EN×GAN₂@t|,buru14,,SYLL,SIMPLE,,P251564_145,attested,,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
U+121AC,𒆬,KU₃,ku3,,SYLL,SIMPLE,,P251564_146,attested,,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
U+1224C,𒉌,NI,i3,,SYLL,SIMPLE,,P251564_147,attested,,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
U+121F2,𒇲,LAL,la2,,SYLL,SIMPLE,,P251564_147,attested,,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
U+1208A,𒂊,E,e,,SYLL,SIMPLE,,P251564_147,attested,,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
U+12146,𒅆,IGI,igi,,SYLL,SIMPLE,,P251564_148,attested,,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
,,X,x,,SYLL,SIMPLE,,P251564_149,attested,,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
,,X,x,,SYLL,SIMPLE,,P251564_150,attested,,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
U+12326,𒌦,KALAM@g,UN,,LOGO,SIMPLE,,P251564_152,attested,,P251564,,Business / Contracts,uncertain,uncertain,,Old Babylonian,ca. 1900-1600 BC,Sumerian,1,0,0,0
