artifact_id,museum_no,designation,publications_key,publications_type,publications_exact_ref,publications_comment,provenience,period,dates,collections,genres,materials,artifact_type,height,thickness,width,weight,elevation,excavation_no,findspot_square,findspot_comments,stratigraphic_level,surface_preservation,condition_description,artifact_preservation,languages,written_in,archive,composite_no,composites,seal_no,seals,accession_no,cdli_comments,artifact_comments,provenience_comments,is_provenience_uncertain,period_comments,is_period_uncertain,artifact_type_comments,is_artifact_type_uncertain,seal_information,is_school_text,alternative_years,external_resources,external_resources_key,genres_comment,genres_uncertain,languages_uncertain,materials_aspect,materials_color,materials_uncertain,retired,has_fragments,is_artifact_fake,redirect_artifact_id,retired_comments
20479,"HS 0815","TMH 05, 065","Foster2004ZA94; Pohl1935TMH5; Powell1976antecedents; Proust2008TMH8; Westenholz1975ECTJ","citation; primary; citation; history; history","5; 065; p. 428; 01; 65","; ; ; ; ","Nippur (mod. Nuffar)","ED IIIb (ca. 2500-2340 BC)",,"Hilprecht Collection, University of Jena, Jena, Germany",Mathematical,clay,tablet,48.0,20.0,36.0,,,,,,,,,,Sumerian,,,,,,,,,,,0,,0,,0,,1,,"eBL; Wikidata","HS.815; Q120097743","School text ",0,0,,,0,0,0,0,,
