artifact_id,museum_no,designation,publications_key,publications_type,publications_exact_ref,publications_comment,provenience,period,dates,collections,genres,materials,artifact_type,height,thickness,width,weight,elevation,excavation_no,findspot_square,findspot_comments,stratigraphic_level,surface_preservation,condition_description,artifact_preservation,languages,written_in,archive,composite_no,composites,seal_no,seals,accession_no,cdli_comments,artifact_comments,provenience_comments,is_provenience_uncertain,period_comments,is_period_uncertain,artifact_type_comments,is_artifact_type_uncertain,seal_information,is_school_text,alternative_years,external_resources,external_resources_key,genres_comment,genres_uncertain,languages_uncertain,materials_aspect,materials_color,materials_uncertain,retired,has_fragments,is_artifact_fake,redirect_artifact_id,retired_comments
322678,"CUNES 48-06-210","CUSAS 13, 189",Maiocchi2010CUSAS13,primary,189,,"uncertain (mod. uncertain)","Old Akkadian (ca. 2340-2200 BC)",,"Department of Near Eastern Studies, Cornell University, Ithaca, New York, USA",Mathematical,clay,tablet,45.0,,48.0,,,,,,,,"Baked Cornell Jan. 2002",,,,,,,,,,,lentil,,0,"Classical Sargonic",0,lentil,0,unsealed,1,,,," Uncertain?  School text?  Apparently unfinished.",0,,,,0,0,0,0,,
