artifact_id,museum_no,designation,publications_key,publications_type,publications_exact_ref,publications_comment,provenience,period,dates,collections,genres,materials,artifact_type,height,thickness,width,weight,elevation,excavation_no,findspot_square,findspot_comments,stratigraphic_level,surface_preservation,condition_description,artifact_preservation,languages,written_in,archive,composite_no,composites,seal_no,seals,accession_no,cdli_comments,artifact_comments,provenience_comments,is_provenience_uncertain,period_comments,is_period_uncertain,artifact_type_comments,is_artifact_type_uncertain,seal_information,is_school_text,alternative_years,external_resources,external_resources_key,genres_comment,genres_uncertain,languages_uncertain,materials_aspect,materials_color,materials_uncertain,retired,has_fragments,is_artifact_fake,redirect_artifact_id,retired_comments
429529,X.3.106,"JCS 10, 027 13","Alster1997Proverbs; Sollberger1956JCS10","history; primary","334; 027 13","; ",,"Old Babylonian (ca. 1900-1600 BC)",00.00.00.00,"Michael C. Carlos Museum, Emory University, Atlanta, Georgia, USA","Wisdom or proverb",clay,tablet,,,,,,,,,,,,,,,,,,,S999999,,,lentil,,0,,0,lentil,0,,1,,,,"Proverb ",0,,,,0,0,0,0,,
